Model,Abstract,Ground Truth,Predictions,Hallucinations,Jaccard Similarity,Precision,Recall,Added Labels (Predictions against Ground Truth),Missing Labels (Predictions against Ground Truth),Added Labels (Predictions against GPT-3.5),Missing Labels (Predictions against GPT-3.5)
ft:gpt-3.5-turbo-0613:personal::8SAHvdnS,"Activating mutations in JAK1 have been reported in acute lymphoblastic leukemias (ALLs). In this study, we found a type I interferon (IFN) transcriptional signature in JAK1 mutation-positive human ALL samples. This signature was recapitulated in vitro by the expression of JAK1 mutants in BW5147 and BaF3 hematopoietic cell lines. Binding of JAK1 to the IFN receptor was essential because mutations in the FERM domain abrogated this effect. Beside the constitutive activation of the type I IFN signaling cascade, JAK1 mutations also strongly potentiated the response to IFN in vitro. Typically, the proliferation of cell lines expressing JAK1(A634D) was abrogated by type I IFNs. Interestingly, we found that different JAK1 mutations differentially potentiate responses to type I IFNs or to interleukin-9, another cytokine using JAK1 to mediate its effects. This suggests that the type of mutation influences the specificity of the effect on distinct cytokine receptor signaling. Finally, we also showed in an in vivo leukemia model that cells expressing JAK1(A634D) are hypersensitive to the antiproliferative and antitumorigenic effect of type I IFN, suggesting that type I IFNs should be considered as a potential therapy for ALL with JAK1-activating mutations.","{'Drug metabolism', 'Immunoinformatics', 'Pharmacology', 'Gene expression', 'Genetics', 'Immunogenetics', 'Immunology', 'Physiology', 'DNA mutation', 'Zoology', 'Human biology'}","{'Human genetics', 'Gene regulation', 'Animal study', 'Gene expression', 'Laboratory animal science', 'Proteins', 'Sample collections', 'Zoology', 'Human biology'}",set(),0.17647058823529413,0.3333333333333333,0.2727272727272727,"{'Human genetics', 'Gene regulation', 'Laboratory animal science', 'Proteins', 'Animal study', 'Sample collections'}","{'Drug metabolism', 'Pharmacology', 'Immunogenetics', 'Genetics', 'Immunology', 'Physiology', 'DNA mutation', 'Immunoinformatics'}","{'Human genetics', 'Zoology', 'Laboratory animal science', 'Rare diseases', 'Proteins', 'Antimicrobial Resistance', 'RNA', 'Sequence analysis', 'Human biology'}","{'Oncology', 'Pharmacology', 'Genetics', 'Immunology', 'Genomics', 'Biotechnology', 'Proteomics', 'Bioinformatics', 'Molecular biology'}"
ft:gpt-3.5-turbo-0613:personal::8SAHvdnS,"DNA recombination is required for effective segregation and diversification of genomes and for the successful completion of meiosis. Recent studies in various species hybrids have demonstrated a genetic link between DNA recombination and speciation. Consistent with this, we observed a striking suppression of recombination in the hybrids between two nematodes, the hermaphroditic Caenorhabditis briggsae and the gonochoristic C. nigoni. To unravel the molecular basis underlying the recombination suppression in their hybrids, we generated a C. nigoni genome with chromosome-level contiguity and produced an improved C. briggsae genome with resolved gaps up to 2.8 Mb. The genome alignment reveals not only high sequence divergences but also pervasive intra- and inter-chromosomal sequence re-arrangements between the two species, which are plausible culprits for the observed suppression. Comparison of recombination boundary sequences suggests that recombination in the hybrid requires extensive sequence homology, which is rarely seen between the two genomes. The new genomes and genomic libraries form invaluable resources for studying genome evolution, hybrid incompatibilities and sex evolution for this pair of model species.","{'DNA replication and recombination', 'Genetics', 'Zoology'}","{'Gene regulation', 'DNA', 'Animal study', 'Gene expression', 'Laboratory animal science', 'Genomics', 'Model organisms', 'Genetic variation', 'Zoology'}",set(),0.09090909090909091,0.1111111111111111,0.3333333333333333,"{'Gene regulation', 'DNA', 'Laboratory animal science', 'Gene expression', 'Genomics', 'Model organisms', 'Genetic variation', 'Animal study'}","{'DNA replication and recombination', 'Genetics'}","{'Zoology', 'DNA binding sites', 'Reproductive health', 'Sequence analysis', 'Laboratory animal science', 'Genotype and phenotype', 'DNA polymorphism', 'Animal study'}","{'Genomics', 'Comparative genomics', 'DNA'}"
ft:gpt-3.5-turbo-0613:personal::8SAHvdnS,"Newborns are frequently affected by mucocutaneous candidiasis. Th17 cells essentially limit mucosal invasion by commensal <i>Candida</i> spp. Here, we sought to understand the molecular basis for the developmental lack of Th17 cell responses in circulating blood neonatal T cells. Naive cord blood CD4 T cells stimulated in Th17-differentiating conditions inherently produced high levels of the interleukin-22 immunoregulatory cytokine, particularly in the presence of neonatal antigen-presenting cells. A genome-wide transcriptome analysis comparing neonatal and adult naïve CD4 T cells <i>ex vivo</i> revealed major developmental differences in gene networks regulating Small Drosophila Mothers Against Decapentaplegic (SMAD) and Signal Transducer and Activator of Transcription 3 (STAT3) signaling. These changes were functionally validated by experiments showing that the requirement for TGF-β in human Th17 cell differentiation is age-dependent. Moreover, STAT3 activity was profoundly diminished while overexpression of the <i>STAT3</i> gene restored Th17 cell differentiation capacity in neonatal T cells. These data reveal that Th17 cell responses are developmentally regulated at the gene expression level in human neonates. These developmental changes may protect newborns against pathological Th17 cell responses, at the same time increasing their susceptibility to mucocutaneous candidiasis.","{'Immunology', 'Drug metabolism', 'Immunogenetics', 'Genetics', 'Human biology'}","{'Human genetics', 'Sequence assembly', 'Zoology', 'Animal study', 'Gene expression', 'Proteins', 'Sequence analysis', 'Human biology'}",set(),0.08333333333333333,0.125,0.2,"{'Human genetics', 'Sequence assembly', 'Zoology', 'Sequence analysis', 'Gene expression', 'Proteins', 'Animal study'}","{'Immunology', 'Drug metabolism', 'Immunogenetics', 'Genetics'}","{'Human genetics', 'Zoology', 'Transcriptomics', 'Laboratory animal science', 'Proteins', 'Infectious disease', 'Animal study', 'Human biology'}","{'Cell biology', 'Genetics', 'Immunology', 'Biology', 'Developmental biology', 'Molecular biology'}"
ft:gpt-3.5-turbo-0613:personal::8SAHvdnS,"Glioblastoma stem cells (GSCs) are implicated in tumor neovascularization, invasiveness, and therapeutic resistance. To illuminate mechanisms governing these hallmark features, we developed a de novo glioblastoma multiforme (GBM) model derived from immortalized human neural stem/progenitor cells (hNSCs) to enable precise system-level comparisons of pre-malignant and oncogene-induced malignant states of NSCs. Integrated transcriptomic and epigenomic analyses uncovered a PAX6/DLX5 transcriptional program driving WNT5A-mediated GSC differentiation into endothelial-like cells (GdECs). GdECs recruit existing endothelial cells to promote peritumoral satellite lesions, which serve as a niche supporting the growth of invasive glioma cells away from the primary tumor. Clinical data reveal higher WNT5A and GdECs expression in peritumoral and recurrent GBMs relative to matched intratumoral and primary GBMs, respectively, supporting WNT5A-mediated GSC differentiation and invasive growth in disease recurrence. Thus, the PAX6/DLX5-WNT5A axis governs the diffuse spread of glioma cells throughout the brain parenchyma, contributing to the lethality of GBM.","{'Gene regulation', 'Pathology', 'Drug metabolism', 'Epigenomics', 'Gene expression', 'Genetics', 'Genomics', 'Human biology'}","{'Human genetics', 'Epigenomics', 'Cell biology', 'Laboratory animal science', 'Animal study', 'Cell culture collection', 'Epigenetics', 'Zoology', 'Human biology'}",set(),0.13333333333333333,0.2222222222222222,0.25,"{'Human genetics', 'Zoology', 'Cell biology', 'Laboratory animal science', 'Cell culture collection', 'Epigenetics', 'Animal study'}","{'Gene regulation', 'Pathology', 'Drug metabolism', 'Gene expression', 'Genetics', 'Genomics'}","{'Human genetics', 'Gene regulation', 'Cell biology', 'Gene expression', 'Drug development', 'Neurology', 'Epigenetics', 'Human biology'}","{'Oncology', 'Genetics', 'Genomics', 'Translational medicine', 'Biotechnology', 'Biology', 'Bioinformatics', 'Molecular biology'}"
ft:gpt-3.5-turbo-0613:personal::8SAHvdnS,"Genetic variations affecting neural tube closure along the head result in malformations of the face and brain. Neural tube defects (NTDs) are among the most common birth defects in humans. We previously reported a mouse mutant called tuft that arose spontaneously in our wild-type 3H1 colony. Adult tuft mice present midline craniofacial malformations with or without an anterior cephalocele. In addition, affected embryos presented neural tube closure defects resulting in insufficient closure of the anterior neuropore or exencephaly. Here, through whole-genome sequencing, we identified a nonsense mutation in the Tet1 gene, which encodes a methylcytosine dioxygenase (TET1), co-segregating with the tuft phenotype. This mutation resulted in premature termination that disrupts the catalytic domain that is involved in the demethylation of cytosine. We detected a significant loss of TET enzyme activity in the heads of tuft embryos that were homozygous for the mutation and had NTDs. RNA-Seq transcriptome analysis indicated that multiple gene pathways associated with neural tube closure were dysregulated in tuft embryo heads. Among them, the expressions of Cecr2, Epha7 and Grhl2 were significantly reduced in some embryos presenting neural tube closure defects, whereas one or more components of the non-canonical WNT signaling pathway mediating planar cell polarity and convergent extension were affected in others. We further show that the recombinant mutant TET1 protein was capable of entering the nucleus and affected the expression of endogenous Grhl2 in IMCD-3 (inner medullary collecting duct) cells. These results indicate that TET1 is an epigenetic determinant for regulating genes that are crucial to closure of the anterior neural tube and its mutation has implications to craniofacial development, as presented by the tuft mouse.","{'Zoology', 'Gene regulation', 'Drug metabolism', 'Gene expression', 'Genetics', 'Drug development', 'Biology', 'Developmental biology', 'DNA mutation', 'RNA'}","{'Zoology', 'Gene regulation', 'Synthetic biology', 'Animal study', 'Gene expression', 'Laboratory animal science', 'Proteins', 'Mouse clinic', 'Regenerative medicine', 'Genetic variation', 'Embryology', 'Epigenetics', 'Sequence analysis'}",set(),0.15,0.23076923076923078,0.3,"{'Synthetic biology', 'Sequence analysis', 'Laboratory animal science', 'Proteins', 'Mouse clinic', 'Regenerative medicine', 'Genetic variation', 'Embryology', 'Epigenetics', 'Animal study'}","{'Drug metabolism', 'Genetics', 'DNA mutation', 'Biology', 'Developmental biology', 'Drug development', 'RNA'}","{'Zoology', 'Synthetic biology', 'Sequence analysis', 'Laboratory animal science', 'Proteins', 'Regenerative medicine', 'Genotype and phenotype', 'Genetic variation', 'Animal study', 'Enzymes'}","{'Gene regulation', 'Neurobiology', 'Gene expression', 'Genetics', 'Developmental biology'}"
ft:gpt-3.5-turbo-0613:personal::8SAHvdnS,"Yin and yang 1 (YY1) is a well-known zinc-finger transcription factor with crucial roles in normal development and malignancy. YY1 acts both as a repressor and as an activator of gene expression. We have identified 23 individuals with de novo mutations or deletions of YY1 and phenotypic features that define a syndrome of cognitive impairment, behavioral alterations, intrauterine growth restriction, feeding problems, and various congenital malformations. Our combined clinical and molecular data define ""YY1 syndrome"" as a haploinsufficiency syndrome. Through immunoprecipitation of YY1-bound chromatin from affected individuals' cells with antibodies recognizing both ends of the protein, we show that YY1 deletions and missense mutations lead to a global loss of YY1 binding with a preferential retention at high-occupancy sites. Finally, we uncover a widespread loss of H3K27 acetylation in particular on the YY1-bound enhancers, underscoring a crucial role for YY1 in enhancer regulation. Collectively, these results define a clinical syndrome caused by haploinsufficiency of YY1 through dysregulation of key transcriptional regulators.","{'Drug metabolism', 'Molecular genetics', 'Genetics', 'Biochemistry', 'Chemistry', 'Medicinal chemistry', 'Protein binding sites', 'Human biology'}","{'Human genetics', 'DNA binding sites', 'Gene regulation', 'Transcription factors and regulatory sites', 'Gene expression', 'DNA mutation', 'Protein binding sites', 'Human biology'}",set(),0.14285714285714285,0.25,0.25,"{'Human genetics', 'DNA binding sites', 'Gene regulation', 'Transcription factors and regulatory sites', 'Gene expression', 'DNA mutation'}","{'Drug metabolism', 'Molecular genetics', 'Genetics', 'Biochemistry', 'Chemistry', 'Medicinal chemistry'}","{'Human genetics', 'DNA binding sites', 'Carbon cycle', 'Pathology', 'Gene regulation', 'Gene expression', 'DNA mutation', 'Human biology'}","{'Cell biology', 'Transcription factors and regulatory sites', 'Genetics', 'Biochemistry', 'Genomics', 'Developmental biology', 'Epigenetics', 'Molecular biology'}"
ft:gpt-3.5-turbo-0613:personal::8SAHvdnS,"Duck enteritis virus (DEV) is an important herpesvirus pathogen associated with acute, highly contagious lethal disease in waterfowls. Using a deep sequencing approach on RNA from infected chicken embryo fibroblast cultures, we identified several novel DEV-encoded micro (mi)RNAs. Unlike most mardivirus-encoded miRNAs, DEV-encoded miRNAs mapped mostly to the unique long region of the genome. The precursors of DEV miR-D18 and miR-D19 overlapped with each other, suggesting similarities to miRNA-offset RNAs, although only the DEV-miR-D18-3p was functional in reporter assays. Identification of these novel miRNAs will add to the growing list of virus-encoded miRNAs enabling the exploration of their roles in pathogenesis.","{'Virology', 'Genetics', 'Zoology'}","{'Virology', 'Laboratory animal science', 'Infectious disease', 'RNA', 'Animal study'}",set(),0.14285714285714285,0.2,0.3333333333333333,"{'Infectious disease', 'Animal study', 'Laboratory animal science', 'RNA'}","{'Genetics', 'Zoology'}","{'Animal study', 'Laboratory animal science', 'Ribosome Profiling', 'RNA', 'Zoology'}","{'Microbiology', 'Virology', 'Genetics', 'Bioinformatics', 'Molecular biology'}"
ft:gpt-3.5-turbo-0613:personal::8SAHvdnS,"Candida parapsilosis is a pathogenic fungus that is major cause of hospital-acquired infection, predominantly due to growth as biofilms on indwelling medical devices. It is related to Candida albicans, which remains the most common cause of candidiasis disease in humans. The transcription factor Bcr1 is an important regulator of biofilm formation in vitro in both C. parapsilosis and C. albicans. We show here that C. parapsilosis Bcr1 is required for in vivo biofilm development in a rat catheter model, like C. albicans. By comparing the transcription profiles of a bcr1 deletion in both species we found that regulation of expression of the CFEM family is conserved. In C. albicans, three of the five CFEM cell wall proteins (Rbt5, Pga7 and Csa1) are associated with both biofilm formation and acquisition of iron from heme, which is an important virulence characteristic. In C. parapsilosis, the CFEM family has undergone an expansion to 7 members. Expression of three genes (CFEM2, CFEM3, and CFEM6) is dependent on Bcr1, and is induced in low iron conditions. All three are involved in the acquisition of iron from heme. However, deletion of the three CFEM genes has no effect on biofilm formation in C. parapsilosis. Our data suggest that the role of the CFEM family in iron acquisition is conserved between C. albicans and C. parapsilosis, but their role in biofilm formation is not.","{'Zoology', 'Pathology', 'Biomarkers', 'Microbiology', 'Drug metabolism', 'Genetics', 'Proteins'}","{'Genomic imprinting', 'Gene regulation', 'Zoology', 'Gene expression', 'Laboratory animal science', 'Protein binding sites', 'Animal study'}",set(),0.07692307692307693,0.14285714285714285,0.14285714285714285,"{'Genomic imprinting', 'Gene regulation', 'Gene expression', 'Laboratory animal science', 'Protein binding sites', 'Animal study'}","{'Pathology', 'Microbiology', 'Drug metabolism', 'Genetics', 'Proteins', 'Biomarkers'}","{'Laboratory animal science', 'Gene regulation', 'Zoology', 'Transcription factors and regulatory sites', 'Gene expression', 'Animal study', 'Proteins'}",set()
ft:gpt-3.5-turbo-0613:personal::8SAHvdnS,"Dissipation kinetics of mesotrione, a new triketone herbicide, sprayed on soil from Limagne (Puy-de-Dôme, France) showed that the soil microflora were able to biotransform it. Bacteria from this soil were cultured in mineral salt solution supplemented with mesotrione as sole source of carbon for the isolation of mesotrione-degrading bacteria. The bacterial community structure of the enrichment cultures was analyzed by temporal temperature gradient gel electrophoresis (TTGE). The TTGE fingerprints revealed that mesotrione had an impact on bacterial community structure only at its highest concentrations and showed mesotrione-sensitive and mesotrione-adapted strains. Two adapted strains, identified as Bacillus sp. and Arthrobacter sp., were isolated by colony hybridization methods. Biodegradation assays showed that only the Bacillus sp. strain was able to completely and rapidly biotransform mesotrione. Among several metabolites formed, 2-amino-4-methylsulfonylbenzoic acid (AMBA) accumulated in the medium. Although sulcotrione has a chemical structure closely resembling that of mesotrione, the isolates were unable to degrade it.","{'Environmental sciences', 'Microbiology', 'Drug metabolism', 'Ecology', 'Microbial ecology'}","{'Plant biology', 'Gene expression', 'Proteins', 'Agricultural science', 'Enzymes'}",{'Biodegradation'},0.0,0.0,0.0,"{'Plant biology', 'Gene expression', 'Proteins', 'Agricultural science', 'Enzymes'}","{'Microbiology', 'Drug metabolism', 'Microbial ecology', 'Environmental sciences', 'Ecology'}","{'Carbon cycle', 'Drug metabolism', 'Metagenomics', 'Laboratory animal science', 'Biobank', 'Small molecules'}","{'Environmental sciences', 'Microbiology', 'Agricultural science'}"
ft:gpt-3.5-turbo-0613:personal::8SAHvdnS,"Many cellular models aimed at elucidating cancer biology do not recapitulate pathobiology including tumor heterogeneity, an inherent feature of cancer that underlies treatment resistance. Here we introduce a cancer modeling paradigm using genetically engineered human pluripotent stem cells (hiPSCs) that captures authentic cancer pathobiology. Orthotopic engraftment of the neural progenitor cells derived from hiPSCs that have been genome-edited to contain tumor-associated genetic driver mutations revealed by The Cancer Genome Atlas project for glioblastoma (GBM) results in formation of high-grade gliomas. Similar to patient-derived GBM, these models harbor inter-tumor heterogeneity resembling different GBM molecular subtypes, intra-tumor heterogeneity, and extrachromosomal DNA amplification. Re-engraftment of these primary tumor neurospheres generates secondary tumors with features characteristic of patient samples and present mutation-dependent patterns of tumor evolution. These cancer avatar models provide a platform for comprehensive longitudinal assessment of human tumor development as governed by molecular subtype mutations and lineage-restricted differentiation.","{'Gene regulation', 'Pathology', 'Drug metabolism', 'Gene expression', 'Genetic engineering', 'Genetics', 'DNA mutation', 'Zoology', 'Human biology'}","{'Human genetics', 'Protein disordered structure', 'Sequence analysis', 'Neurobiology', 'Cell biology', 'Animal study', 'Laboratory animal science', 'Proteins', 'Neurology', 'Cell culture collection', 'Regenerative medicine', 'Genotype and phenotype', 'Protein expression', 'Protein binding sites', 'Zoology', 'Human biology'}",set(),0.08695652173913043,0.125,0.2222222222222222,"{'Human genetics', 'Protein disordered structure', 'Neurobiology', 'Cell biology', 'Animal study', 'Laboratory animal science', 'Proteins', 'Neurology', 'Cell culture collection', 'Regenerative medicine', 'Genotype and phenotype', 'Protein expression', 'Protein binding sites', 'Sequence analysis'}","{'Gene regulation', 'Pathology', 'Drug metabolism', 'Gene expression', 'Genetic engineering', 'Genetics', 'DNA mutation'}","{'Human genetics', 'Gene regulation', 'Pathology', 'Protein interactions', 'Drug metabolism', 'Zoology', 'Biotherapeutics', 'Gene expression', 'Laboratory animal science', 'Genetic engineering', 'Proteins', 'Cell culture collection', 'Embryology', 'Animal study', 'Human biology'}","{'Oncology', 'Data integration and warehousing', 'Cell biology', 'Drug discovery', 'Genetics', 'Drug development', 'Genomics', 'Biotechnology', 'Biology', 'Epigenetics', 'Molecular biology'}"
ft:gpt-3.5-turbo-0613:personal::8SAHvdnS,"Chocolate Pots hot springs (CP) is a unique, circumneutral pH, iron-rich, geothermal feature in Yellowstone National Park. Prior research at CP has focused on photosynthetically driven Fe(II) oxidation as a model for mineralization of microbial mats and deposition of Archean banded iron formations. However, geochemical and stable Fe isotopic data have suggested that dissimilatory microbial iron reduction (DIR) may be active within CP deposits. In this study, the potential for microbial reduction of native CP Fe(III) oxides was investigated, using a combination of cultivation dependent and independent approaches, to assess the potential involvement of DIR in Fe redox cycling and associated stable Fe isotope fractionation in the CP hot springs. Endogenous microbial communities were able to reduce native CP Fe(III) oxides, as documented by most probable number enumerations and enrichment culture studies. Enrichment cultures demonstrated sustained DIR driven by oxidation of acetate, lactate, and H2 . Inhibitor studies and molecular analyses indicate that sulfate reduction did not contribute to observed rates of DIR in the enrichment cultures through abiotic reaction pathways. Enrichment cultures produced isotopically light Fe(II) during DIR relative to the bulk solid-phase Fe(III) oxides. Pyrosequencing of 16S rRNA genes from enrichment cultures showed dominant sequences closely affiliated with Geobacter metallireducens, a mesophilic Fe(III) oxide reducer. Shotgun metagenomic analysis of enrichment cultures confirmed the presence of a dominant G. metallireducens-like population and other less dominant populations from the phylum Ignavibacteriae, which appear to be capable of DIR. Gene (protein) searches revealed the presence of heat-shock proteins that may be involved in increased thermotolerance in the organisms present in the enrichments as well as porin-cytochrome complexes previously shown to be involved in extracellular electron transport. This analysis offers the first detailed insight into how DIR may impact the Fe geochemistry and isotope composition of a Fe-rich, circumneutral pH geothermal environment.","{'Microbiology', 'Drug metabolism', 'Sequence analysis'}","{'Human genetics', 'Open science', 'Human biology'}",set(),0.0,0.0,0.0,"{'Human genetics', 'Open science', 'Human biology'}","{'Microbiology', 'Drug metabolism', 'Sequence analysis'}","{'Metagenomics', 'Electron microscopy', 'Microbial ecology'}","{'Environmental sciences', 'Microbiology'}"
ft:gpt-3.5-turbo-0613:personal::8SAHvdnS,"Because microRNAs (miRNAs) have been associated with eye diseases, our study aims to profile ocular miRNA expression in normal human ciliary body (CB), cornea, and trabecular meshwork (TM) using miRNA-Seq to provide a foundation for better understanding of miRNA function and disease involvement in these tissues.","{'Drug metabolism', 'Sequence analysis', 'Genetics', 'RNA', 'Human biology'}","{'Human genetics', 'Ophthalmology', 'Transcriptomics', 'RNA', 'Human biology'}",set(),0.25,0.4,0.4,"{'Human genetics', 'Ophthalmology', 'Transcriptomics'}","{'Drug metabolism', 'Genetics', 'Sequence analysis'}","{'Human genetics', 'Human biology', 'Transcriptomics'}","{'Bioinformatics', 'Genetics', 'Molecular biology'}"
ft:gpt-3.5-turbo-0613:personal::8SAHvdnS,"In the malaria parasite Plasmodium falciparum, the switch from asexual multiplication to sexual differentiation into gametocytes is essential for transmission to mosquitos. The transcription factor PfAP2-G is a key determinant of sexual commitment that orchestrates this crucial cell fate decision. Here we identify the direct targets of PfAP2-G and demonstrate that it dynamically binds hundreds of sites across the genome. We find that PfAP2-G is a transcriptional activator of early gametocyte genes, and identify differences in PfAP2-G occupancy between gametocytes derived via next-cycle and same-cycle conversion. Our data implicate PfAP2-G not only as a transcriptional activator of gametocyte genes, but also as a potential regulator of genes important for red blood cell invasion. We also find that regulation by PfAP2-G requires interaction with a second transcription factor, PfAP2-I. These results clarify the functional role of PfAP2-G during sexual commitment and early gametocytogenesis.","{'Parasitology', 'Gene regulation', 'Drug metabolism', 'Gene expression', 'Genetics', 'Proteins'}","{'DNA binding sites', 'Gene regulation', 'Transcription factors and regulatory sites', 'Gene expression', 'Parasitology'}",set(),0.375,0.6,0.5,"{'DNA binding sites', 'Transcription factors and regulatory sites'}","{'Drug metabolism', 'Genetics', 'Proteins'}","{'Human genetics', 'Gene regulation', 'Gene expression', 'Protein binding sites', 'Human biology'}","{'Genetics', 'Parasitology', 'Genomics', 'Bioinformatics', 'Molecular biology'}"
ft:gpt-3.5-turbo-0613:personal::8SAHvdnS,"Diagnostic and prognostic evaluation of chronic lymphocytic leukemia (CLL) involves blood cell counts, immunophenotyping, IgVH mutation status, and cytogenetic analyses. We generated B-cell associated gene-signatures (BAGS) based on six naturally occurring B-cell subsets within normal bone marrow. Our hypothesis is that by segregating CLL according to BAGS, we can identify subtypes with prognostic implications in support of pathogenetic value of BAGS. Microarray-based gene-expression samples from eight independent CLL cohorts (1,024 untreated patients) were BAGS-stratified into pre-BI, pre-BII, immature, naïve, memory, or plasma cell subtypes; the majority falling within the memory (24.5-45.8%) or naïve (14.5-32.3%) categories. For a subset of CLL patients (n = 296), time to treatment (TTT) was shorter amongst early differentiation subtypes (pre-BI/pre-BII/immature) compared to late subtypes (memory/plasma cell, HR: 0.53 [0.35-0.78]). Particularly, pre-BII subtype patients had the shortest TTT among all subtypes. Correlates derived for BAGS subtype and IgVH mutation (n = 405) revealed an elevated mutation frequency in late vs. early subtypes (71% vs. 45%, P < .001). Predictions for BAGS subtype resistance towards rituximab and cyclophosphamide varied for rituximab, whereas all subtypes were sensitive to cyclophosphamide. This study supports our hypothesis that BAGS-subtyping may be of tangible prognostic and pathogenetic value for CLL patients.","{'Gene regulation', 'Drug metabolism', 'Physiology', 'Gene expression', 'Human biology'}","{'Human genetics', 'Gene regulation', 'Cell biology', 'Gene expression', 'Proteins', 'Cytogenetics', 'Biomarkers', 'Genotype and phenotype', 'Human biology'}",set(),0.2727272727272727,0.3333333333333333,0.6,"{'Human genetics', 'Cell biology', 'Proteins', 'Cytogenetics', 'Biomarkers', 'Genotype and phenotype'}","{'Drug metabolism', 'Physiology'}","{'Human genetics', 'Gene regulation', 'Gene expression', 'Immunogenetics', 'Proteins', 'Antimicrobial Resistance', 'DNA mutation', 'Human biology'}","{'Oncology', 'Genetics', 'Cytogenetics', 'Biomarkers', 'Genomics', 'Biotechnology', 'Bioinformatics', 'Molecular biology'}"
ft:gpt-3.5-turbo-0613:personal::8SAHvdnS,"CTCF is a key insulator-binding protein, and mammalian genomes contain numerous CTCF sites, many of which are organized in tandem.","{'Biochemistry', 'DNA binding sites', 'Drug metabolism', 'Chemistry', 'Medicinal chemistry', 'Genetics', 'Protein binding sites'}","{'DNA binding sites', 'Transcription factors and regulatory sites', 'Gene regulation'}","{'Nucleic acid sites', 'features and motifs'}",0.1111111111111111,0.3333333333333333,0.14285714285714285,"{'Gene regulation', 'Transcription factors and regulatory sites'}","{'Drug metabolism', 'Genetics', 'Biochemistry', 'Chemistry', 'Medicinal chemistry', 'Protein binding sites'}","{'DNA replication and recombination', 'Transcription factors and regulatory sites', 'Gene expression'}","{'Genomics', 'Genetics', 'Molecular biology'}"
ft:gpt-3.5-turbo-0613:personal::8SAHvdnS,"Adipocytes arise from the commitment and differentiation of adipose precursors in white adipose tissue (WAT). In studying adipogenesis, precursor markers, including Pref-1 and PDGFRα, are used to isolate precursors from stromal vascular fractions of WAT, but the relation among the markers is not known. Here, we used the Pref-1 promoter-rtTA system in mice for labeling Pref-1<sup>+</sup> cells and for inducible inactivation of the Pref-1 target Sox9. We show the requirement of Sox9 for the maintenance of Pref-1<sup>+</sup> proliferative, early precursors. Upon Sox9 inactivation, these Pref-1<sup>+</sup> cells become PDGFRα<sup>+</sup> cells that express early adipogenic markers. Thus, we show that Pref-1<sup>+</sup> cells precede PDGFRα<sup>+</sup> cells in the adipogenic pathway and that Sox9 inactivation is required for WAT growth and expansion. Furthermore, we show that in maintaining early adipose precursors, Sox9 activates Meis1, which prevents adipogenic differentiation. Our study also demonstrates the Pref-1 promoter-rtTA system for inducible gene inactivation in early adipose precursor populations.","{'Biomarkers', 'Drug metabolism', 'Protein binding sites', 'Zoology'}","{'Zoology', 'Animal study', 'Laboratory animal science', 'Proteins', 'Regenerative medicine', 'Small molecules', 'Sequence analysis'}",set(),0.1,0.14285714285714285,0.25,"{'Sequence analysis', 'Laboratory animal science', 'Proteins', 'Regenerative medicine', 'Small molecules', 'Animal study'}","{'Biomarkers', 'Drug metabolism', 'Protein binding sites'}","{'DNA binding sites', 'Drug metabolism', 'Animal study', 'Laboratory animal science', 'Proteins', 'Cell culture collection', 'Zoology'}","{'Cell biology', 'Genetics', 'Genomics', 'Physiology', 'Proteomics', 'Bioinformatics', 'Molecular biology'}"
